baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL002054g1.t1	0.0277251802850352	-0.352707130664351	2.9806675505203	-0.118331590050283	0.905804927989974	NA
HMEL002054g2.t1	0.0460050647658018	-0.423918980290304	2.98063819495707	-0.142224232718863	0.886902891409865	NA
HMEL002059g1.t1	425.861806105091	-1.23797166837745	0.301224599158534	-4.10979605196821	3.96008715171228e-05	0.000206073860773657
HMEL002060g1.t1	100.38445759184	-1.05400268562575	0.305231588246617	-3.45312453301572	0.000554133121112387	0.00210089122589367
HMEL002062g1.t1	0	NA	NA	NA	NA	NA
HMEL002063g1.t1	0.107968483314862	-1.00987844768678	2.98040251028488	-0.338839617871027	0.734730554122197	NA
HMEL002069g1.t1	278.405728541173	-0.381269994141964	0.266924488069667	-1.42838147559715	0.153182088095651	0.24238912109689
HMEL002070g1.t1	26864.5526673569	0.0556583308984227	0.169333338241152	0.328690920975988	0.742389317401372	0.806994296221446
HMEL002071g1.t1	2702.30002325803	-1.36448157210103	0.203555435339345	-6.7032431230653	2.03843884937956e-11	3.95881926472199e-10
HMEL002072g1.t1	284.702331058013	0.481085184230567	0.239778259230723	2.00637533099967	0.0448162182648388	0.0895201620789098
HMEL002073g1.t1	931.476318237085	-0.346712244960645	0.184372233160861	-1.88050141291149	0.0600397739961271	0.114085904460799
HMEL002075g1.t1	686.674837241612	-0.668997532545652	0.213870349454808	-3.12805180452101	0.00175969162819128	0.00573067716083532
HMEL002076g1.t1	341.584641325979	0.580769914837312	0.219456426721309	2.64640194645491	0.00813530865370361	0.0213999174849623
HMEL002079g1.t1	0	NA	NA	NA	NA	NA
HMEL002085g1.t1	2065.65678065294	-0.116524699731303	0.220864501587036	-0.527584554756457	0.597787715387035	0.690276715040206
HMEL002086g1.t1	4016.63977747064	-9.02168692511066	1.07219652932325	-8.41421015492842	3.95551026308502e-17	1.67461602642467e-15
HMEL002086g2.t1	427.745003348411	-7.59512179999674	1.42406516360528	-5.33340888753174	9.63859364360608e-08	9.39124887800641e-07
HMEL002086g3.t1	2966.0122156301	-11.50335140254	1.12686686247119	-10.2082613178574	1.82098552917464e-24	1.43597716014914e-22
HMEL002087g1.t1	410.733432824214	-1.31320626297437	0.395981198939653	-3.31633488279452	0.000912064654165882	0.00322102381878612
HMEL002088g1.t1	38.5967477113632	0.032474855698433	0.265855376390535	0.122152337633106	0.902778372748606	0.930394600437167
HMEL002091g1.t1	0.274606412021442	-0.951500383167773	1.21862116740871	-0.780800800622109	0.434919663100568	NA
HMEL002092g1.t1	1596.46958396377	0.51097594244414	0.472618541994809	1.08115932203471	0.279626249136452	0.388649615301798
